text,link,depth
"On Date 3, also as a result of Individuals’ death, Taxpayer received from Trust an approximate Z percent membership interest in Entity 2, an LLC, which taxpayer represents is an unusually large testamentary gift or bequest. As a result of the testamentary gift or bequest of the LLC membership interest, which is a minority interest, Taxpayer has excess business holdings of Entity 2 under IRC section 4943(c)(1).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"A nonprofit organization asks for more time to sell extra stocks it received after the deaths of a few key contributors. Nonprofit organizations have a limit on how many stocks they can keep, so they request an extension to get rid of them.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
You will now be presented with a part of a legal letter. Read it and summarize it. Make sure the summary is short and written in simple words.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Dear [Name],",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"This letter responds to a letter dated March 15, 2022, submitted on behalf of S Corporation Target, Purchaser, and Shareholder (collectively, the ""Parties""), requesting an extension of time under §301.9100-3 of the Procedure and Administration Regulations to file an election. The Parties are requesting an extension of time to file the election statement under §1.336-2(h)(3)(iii) of the Income Tax Regulations (the ""Election Statement"") with respect to Purchaser's acquisition of all the stock of S Corporation Target from Shareholder on Date 1. The material information submitted is summarized below.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"On Date 1, Purchaser acquired all the stock of S Corporation Target from Shareholder (the ""Stock Disposition""). It has been represented that the Stock Disposition qualified as a ""qualified stock disposition"" as defined in §1.336-1(b)(6).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"The Parties intended to make a section 336(e) election for the Stock Disposition but, for various reasons, a timely election was not fully made. Subsequently, this request was submitted, under §301.9100-3, for an extension of time to file the Election Statement. The Parties each represented that they are not seeking to alter a return position for which an accuracy-related penalty has been or could be imposed under section 6662.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Regulations promulgated under section 336(e) permit certain sales, exchanges, or distributions of stock of a corporation to be treated as asset dispositions if: (1) the disposition is a ""qualified stock disposition"" as defined in §1.336-1(b)(6); and (2) a section 336(e) election is made.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Due to the difficulty of this task, this prompt is not sufficient. By adding another example (""shot""), however, we will get much better results. Below you can see the completion:",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,6
Train a Custom Model,https://docs.ai21.com/docs/contextual-answers-api,14
Tips: Training a Custom Model,https://docs.ai21.com/docs/contextual-answers-api,16
Query your Custom Model,https://docs.ai21.com/docs/contextual-answers-api,14
Working with amazon sagemaker,https://docs.ai21.com/docs/contextual-answers-api,10
Python SDK - with Amazon SageMaker,https://docs.ai21.com/docs/contextual-answers-api,14
Choosing the Right Instance Type,https://docs.ai21.com/docs/contextual-answers-api,14
Responsible Use,https://docs.ai21.com/docs/contextual-answers-api,14
Safety Research,https://docs.ai21.com/docs/contextual-answers-api,14
Contextual Answers API [BETA],https://docs.ai21.com/docs/contextual-answers-api,11
Receives a document and a question and returns an answer based entirely on the document context.,https://docs.ai21.com/docs/contextual-answers-api,13
"Having trouble with language models that provide false information with high confidence? Would you like answers solely based on your document context? Well, we have just the thing for you! The AI21 Studio /answer API allows you to access our high-quality question answering technology. It was designed to answer questions based on a specific document context provided by the customer. This avoids any factual issues that language models may have and makes sure the answers it provides are grounded in that context document.",https://docs.ai21.com/docs/contextual-answers-api,11
"Don’t just take our word for it, give it a go! 💫",https://docs.ai21.com/docs/contextual-answers-api,12
"Whether you're an NLP enthusiast or have no prior knowledge, this API is for you. There are many clever mechanisms under the hood, but you don't have to understand them (if you don't want to). As a task-specific API, you can easily integrate it into your systems and get a high-quality, grounded question answering mechanism in a matter of minutes, with no prompt engineering required. Additionally, since it's optimized for this purpose, it's significantly more efficient than building it from scratch, and an order of magnitude more affordable.",https://docs.ai21.com/docs/contextual-answers-api,11
"This API receives document text, serving as a context, and a question and returns an answer based entirely on this context. This means that if the answer to your question is not in the document, the model will indicate it (instead of providing a false answer).",https://docs.ai21.com/docs/contextual-answers-api,11
It’s all about the,https://docs.ai21.com/docs/contextual-answers-api,12
"No matter what you ask, the answer will only be determined by the document context. Imagine you are performing research and rely on financial reports to base your findings. Let's take the following part from JPMorgan Chase & Co. 2021 annual report:",https://docs.ai21.com/docs/contextual-answers-api,11
Document context,https://docs.ai21.com/docs/contextual-answers-api,17
"In 2020 and 2021, enormous QE — approximately $4.4 trillion, or 18%, of 2021 gross domestic product (GDP) — and enormous fiscal stimulus (which has been and always will be inflationary) — approximately $5 trillion, or 21%, of 2021 GDP — stabilized markets and allowed companies to raise enormous amounts of capital. In addition, this infusion of capital saved many small businesses and put more than $2.5 trillion in the hands of consumers and almost $1 trillion into state and local coffers. These actions led to a rapid decline in unemployment, dropping from 15% to under 4% in 20 months — the magnitude and speed of which were both unprecedented. Additionally, the economy grew 7% in 2021 despite the arrival of the Delta and Omicron variants and the global supply chain shortages, which were largely fueled by the dramatic upswing in consumer spending and the shift in that spend from services to goods. Fortunately, during these two years, vaccines for COVID-19 were also rapidly developed and distributed.",https://docs.ai21.com/docs/contextual-answers-api,16
"In today's economy, the consumer is in excellent financial shape (on average), with leverage among the lowest on record, excellent mortgage underwriting (even though we've had home price appreciation), plentiful jobs with wage increases and more than $2 trillion in excess savings, mostly due to government stimulus. Most consumers and companies (and states) are still flush with the money generated in 2020 and 2021, with consumer spending over the last several months 12% above pre-COVID-19 levels. (But we must recognize that the account balances in lower-income households, smaller to begin with, are going down faster and that income for those households is not keeping pace with rising inflation.)",https://docs.ai21.com/docs/contextual-answers-api,16
"Today's economic landscape is completely different from the 2008 financial crisis when the consumer was extraordinarily overleveraged, as was the financial system as a whole — from banks and investment banks to shadow banks, hedge funds, private equity, Fannie Mae and many other entities. In addition, home price appreciation, fed by bad underwriting and leverage in the mortgage system, led to excessive speculation, which was missed by virtually everyone — eventually leading to nearly $1 trillion in actual losses.",https://docs.ai21.com/docs/contextual-answers-api,16
